anonyme Id,pro-vac
0,1
1,0
2,1
3,1
4,0
5,1
6,1
7,0
8,1
9,0
10,1
11,0
12,0
13,1
14,1
15,0
16,1
17,1
18,0
19,0
20,1
21,1
22,1
23,0
24,1
25,1
26,1
27,1
28,0
29,1
30,0
31,0
32,1
33,1
34,1
35,1
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,0
49,1
50,0
51,1
52,0
53,1
54,0
55,1
56,0
57,1
58,1
59,1
60,0
61,1
62,1
63,0
64,0
65,1
66,0
67,1
68,1
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,1
80,1
81,1
82,1
83,0
84,0
85,1
86,1
87,1
88,1
89,0
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,0
113,1
114,1
115,1
116,1
117,0
118,1
119,0
120,0
121,1
122,1
123,1
124,1
125,0
126,1
127,0
128,0
129,1
130,1
131,1
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,0
156,1
157,1
158,1
159,1
160,1
161,0
162,1
163,1
164,0
165,1
166,1
167,1
168,1
169,1
170,1
171,0
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,1
185,1
186,1
187,1
188,0
189,1
190,0
191,0
192,1
193,0
194,1
195,0
196,0
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,0
219,0
220,1
221,1
222,0
223,0
224,0
225,0
226,0
227,1
228,1
229,1
230,1
231,1
232,1
233,0
234,1
235,1
236,1
237,1
238,1
239,1
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,0
248,0
249,1
250,0
251,1
252,1
253,0
254,1
255,1
256,1
257,0
258,1
259,0
260,1
261,1
262,1
263,1
264,0
265,1
266,0
267,1
268,1
269,1
270,0
271,1
272,1
273,0
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,0
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,1
310,0
311,1
312,1
313,1
314,0
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,0
327,0
328,0
329,0
330,0
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,0
340,1
341,1
342,1
343,0
344,0
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,0
357,0
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,1
373,1
374,1
375,1
376,0
377,0
378,0
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,0
389,0
390,0
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,0
404,1
405,0
406,1
407,1
408,1
409,1
410,0
411,0
412,0
413,1
414,1
415,0
416,1
417,0
418,1
419,1
420,1
421,0
422,0
423,1
424,1
425,1
426,1
427,1
428,1
429,0
430,1
431,0
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,1
442,0
443,0
444,1
445,0
446,1
447,1
448,1
449,1
450,0
451,0
452,0
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,1
470,1
471,0
472,1
473,1
474,1
475,1
476,0
477,1
478,1
479,1
480,1
481,0
482,1
483,1
484,1
485,1
486,0
487,1
488,0
489,1
490,1
491,1
492,0
493,1
494,0
495,1
496,1
497,1
498,1
499,0
500,1
501,0
502,1
503,1
504,1
505,0
506,0
507,1
508,0
509,1
510,0
511,0
512,1
513,1
514,1
515,1
516,1
517,1
518,0
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,1
527,1
528,1
529,0
530,0
531,0
532,1
533,1
534,0
535,0
536,0
537,1
538,1
539,1
540,0
541,0
542,0
543,1
544,1
545,1
546,1
547,1
548,1
549,0
550,1
551,1
552,1
553,0
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,1
565,1
566,1
567,0
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,0
591,0
592,0
593,0
594,1
595,1
596,1
597,1
598,1
599,0
600,1
601,1
602,1
603,0
604,1
605,0
606,0
607,1
608,1
609,1
610,1
611,1
612,1
613,0
614,0
615,0
616,1
617,1
618,1
619,1
620,0
621,0
622,1
623,0
624,1
625,0
626,0
627,1
628,0
629,0
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,0
638,1
639,1
640,1
641,0
642,1
643,1
644,1
645,1
646,1
647,0
648,1
649,1
650,1
651,1
652,1
653,0
654,1
655,1
656,0
657,1
658,1
659,1
660,1
661,0
662,1
663,1
664,1
665,0
666,1
667,1
668,0
669,1
670,0
671,1
672,0
673,0
674,0
675,1
676,1
677,1
678,1
679,1
680,1
681,0
682,1
683,1
684,1
685,1
686,1
687,0
688,0
689,1
690,1
691,0
692,1
693,1
694,0
695,1
696,1
697,0
698,0
699,1
700,0
701,1
702,1
703,0
704,1
705,0
706,1
707,1
708,0
709,1
710,1
711,1
712,0
713,0
714,0
715,1
716,1
717,1
718,1
719,0
720,1
721,1
722,1
723,0
724,1
725,1
726,1
727,1
728,1
729,0
730,1
731,1
732,1
733,1
734,0
735,1
736,1
737,1
738,1
739,1
740,1
741,0
742,1
743,0
744,0
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,1
753,1
754,0
755,1
756,1
757,1
758,1
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,0
767,0
768,0
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,1
779,1
780,0
781,1
782,1
783,0
784,0
785,1
786,1
787,1
788,1
789,1
790,1
791,0
792,1
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,1
801,0
802,1
803,0
804,1
805,1
806,1
807,0
808,1
809,0
810,1
811,1
812,0
813,1
814,1
815,1
816,1
817,1
818,0
819,0
820,0
821,1
822,0
823,0
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,0
832,1
833,0
834,0
835,0
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,0
844,1
845,1
846,1
847,0
848,0
849,1
850,1
851,1
852,1
853,1
854,0
855,1
856,1
857,0
858,1
859,1
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,1
868,0
869,1
870,0
871,1
872,1
873,1
874,1
875,1
876,1
877,0
878,1
879,1
880,1
881,1
882,0
883,0
884,1
885,0
886,0
887,1
888,0
889,1
890,1
891,1
892,1
893,1
894,0
895,1
896,0
897,1
898,1
899,0
900,1
901,1
902,1
903,1
904,0
905,1
906,1
907,0
908,1
909,1
910,1
911,1
912,0
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,1
926,1
927,0
928,0
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,0
941,1
942,1
943,0
944,1
945,1
946,1
947,0
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,0
966,0
967,0
968,1
969,1
970,1
971,1
972,0
973,1
974,1
975,0
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,0
987,1
988,0
989,1
990,1
991,0
992,0
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,0
1003,1
1004,0
1005,1
1006,1
1007,0
1008,0
1009,1
1010,0
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,1
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,0
1070,1
1071,1
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,1
1080,1
1081,1
1082,0
1083,1
1084,1
1085,1
1086,1
1087,0
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,0
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,0
1126,0
1127,1
1128,1
1129,1
1130,1
1131,0
1132,0
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,1
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,1
1197,0
1198,1
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,0
1213,1
1214,0
1215,1
1216,0
1217,0
1218,1
1219,1
1220,1
1221,1
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
